clip_id,audio_path,transcript,duration_seconds,rms_mean,rms_std,f0_mean,f0_std,zcr_mean,spectral_centroid_mean,tempo_proxy,transcript_char_len,transcript_word_count,urgency_count,money_count,secrecy_count,pressure_count,id_avoidance_count,otp_pin_count,decision
clip_0332,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0332.wav,"then of course low status, societal acceptance and dignity for agriculture work.",5.0,0.028653,0.023182,164.4,12.41,0.191748,1922.14,125.0,80,12,0,0,0,0,0,0,PROCEED
clip_0333,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0333.wav,We understand that no farmer's son or no one will want...,5.0,0.035348,0.032272,958.63,64.65,0.185,1876.17,125.0,57,11,0,0,0,0,0,0,PROCEED
clip_0334,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0334.wav,to continue as a farmer or even a tea or a way state tapper would not want the children to,5.0,0.039751,0.034361,861.47,293.66,0.162383,1747.36,125.0,90,20,0,0,0,0,0,0,PROCEED
clip_0335,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0335.wav,"So, we need to change and introduce different working models.",5.0,0.024791,0.017687,139.52,23.78,0.199101,1974.06,125.0,61,10,0,0,0,0,0,0,PROCEED
clip_0336,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0336.wav,to make the farming or agricultural work attractive to the people engaged in those,5.0,0.030752,0.03115,390.0,395.88,0.186915,1922.02,133.93,82,14,0,0,0,0,0,0,PROCEED
clip_0337,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0337.wav,"areas, then we have commoditization of the product.",5.0,0.022347,0.020221,165.36,40.79,0.215827,2107.52,144.23,51,8,0,0,0,0,0,0,PROCEED
clip_0338,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0338.wav,That is one important reason why agriculture has not taken off. Look at the case of...,5.0,0.028693,0.022031,149.79,16.16,0.192796,1904.63,93.75,86,16,0,0,0,0,0,0,PROCEED
clip_0339,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0339.wav,a hundred and fifty years of our country.,5.0,0.016062,0.017427,184.02,77.18,0.221067,2217.6,117.19,41,8,0,0,0,0,0,0,PROCEED
clip_0340,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0340.wav,"Even now, we are sending only 10% in a value-added form.",5.0,0.023712,0.021551,143.25,12.77,0.194793,2018.97,104.17,56,11,1,0,0,0,0,0,PROCEED
clip_0341,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0341.wav,it value-added but it's boxes and bags. I don't believe that it's real value-addition.,5.0,0.024226,0.017469,143.12,6.88,0.184141,1923.47,117.19,86,14,0,0,0,0,0,0,PROCEED
clip_0342,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0342.wav,The control of the retail is very much evident.,5.0,0.02334,0.024558,163.27,9.27,0.20385,2048.68,133.93,47,9,0,0,0,0,0,0,PROCEED
clip_0343,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0343.wav,and only send 10% as...,5.0,0.022345,0.024832,150.58,26.77,0.207958,2084.41,98.68,23,5,0,0,0,0,0,0,PROCEED
clip_0344,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0344.wav,value added for. So then our product range and quality has to diversify.,5.0,0.027291,0.022781,370.73,310.93,0.20147,1987.96,133.93,72,13,0,0,0,0,0,0,PROCEED
clip_0345,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0345.wav,the institutional support for research and development...,5.0,0.02399,0.02158,912.13,84.97,0.210163,2079.21,104.17,57,7,0,0,0,0,0,0,PROCEED
clip_0346,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0346.wav,extension and research. So I'm not going to go through that. I think this will be in the conference.,5.0,0.032816,0.027263,499.26,402.94,0.195499,1974.94,117.19,100,19,0,0,0,0,0,0,PROCEED
clip_0347,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0347.wav,proceedings so very quickly I want to just touch on way forward because of,5.0,0.03545,0.027301,149.07,23.12,0.197123,1930.06,117.19,74,14,0,0,0,0,0,0,PROCEED
clip_0348,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0348.wav,"in terms of time, in terms of the land that the government is holding.",5.0,0.030584,0.025208,998.19,37.36,0.195776,1961.66,144.23,70,14,0,0,0,0,0,0,PROCEED
clip_0349,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0349.wav,"They had to let it go in a scientific, methodical manner. How they can do it?",5.0,0.02902,0.029939,516.89,382.04,0.197001,1986.53,133.93,77,16,0,0,0,0,0,0,PROCEED
clip_0350,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0350.wav,that is to have a non-partisan expert tunnel to advise and set,5.0,0.034918,0.036587,165.34,16.3,0.191851,1921.5,156.25,62,12,0,0,0,0,0,0,PROCEED
clip_0351,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0351.wav,permanent policy on agriculture.,5.0,0.036907,0.039794,655.79,424.41,0.186178,1902.49,104.17,32,4,0,0,0,0,0,0,PROCEED
clip_0352,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0352.wav,"in agriculture. They should not, it is not only the business of business which is not the business of agriculture.",5.0,0.028581,0.023642,148.88,8.02,0.193807,1960.15,117.19,114,20,0,0,0,0,0,0,PROCEED
clip_0353,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0353.wav,"business of government. National land policy, GIS mapping, I say GIS mapping in",5.0,0.033262,0.026477,467.0,403.46,0.196597,1953.47,104.17,79,13,0,0,0,0,0,0,PROCEED
clip_0354,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0354.wav,"In Korea, they have mapped every acre or even smaller and identify the soil and the...",5.0,0.035899,0.025592,293.98,292.06,0.171153,1794.27,98.68,86,16,0,0,0,0,0,0,PROCEED
clip_0355,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0355.wav,ecosystem there and recommended plants and crops that can be grown so we also can adapt,5.0,0.039274,0.029087,539.86,415.22,0.169032,1781.26,117.19,87,16,0,0,0,0,0,0,PROCEED
clip_0356,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0356.wav,"Then centralised agriculture related ministries, consistency and...",5.0,0.025907,0.018256,168.48,17.52,0.22116,2147.96,125.0,67,7,0,0,0,0,0,0,PROCEED
clip_0357,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0357.wav,"policy, liberalise land tenure, free up land held by the state, and concert...",5.0,0.02917,0.022734,247.38,235.11,0.204478,2057.95,98.68,78,13,0,0,0,0,0,0,PROCEED
clip_0358,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0358.wav,"the small holdings and support research, use state resources.",5.0,0.028092,0.029965,395.22,349.52,0.231778,2197.19,117.19,61,9,0,0,0,0,0,0,PROCEED
clip_0359,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0359.wav,Surely we can use our resources and clear a lot of available agriculture lands and have agriculture...,5.0,0.036398,0.020685,162.16,13.04,0.169126,1776.27,117.19,102,17,0,0,0,0,0,0,PROCEED
clip_0360,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0360.wav,such as zones like the BOI and give 100 hectares or 200 hectares for willing,5.0,0.034532,0.023328,361.12,376.0,0.168609,1812.31,133.93,76,15,0,0,0,0,0,0,PROCEED
clip_0361,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0361.wav,"companies to start agriculture in the dry zone, we have enough water facilities and",5.0,0.032077,0.028563,989.08,36.83,0.192442,1927.29,110.29,83,14,0,0,0,0,0,0,PROCEED
clip_0362,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0362.wav,"irrigation facilities, encourage wider technology, level playing field.",5.0,0.028313,0.023405,175.78,33.56,0.209103,2043.53,133.93,71,8,0,0,0,0,0,0,PROCEED
clip_0363,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0363.wav,"for the producer giving fair value, correct the information asymmetry and have...",5.0,0.029965,0.018652,157.95,21.66,0.196336,1977.71,133.93,81,12,0,0,0,0,0,0,PROCEED
clip_0364,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0364.wav,supportive infrastructure and all this will encourage external investments in,5.0,0.026625,0.021389,353.6,320.09,0.208885,2075.7,104.17,77,10,0,0,0,0,0,0,PROCEED
clip_0365,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0365.wav,commercial agriculture. So I will.,5.0,0.019078,0.021041,553.49,374.15,0.222532,2159.65,133.93,34,5,0,0,0,0,0,0,PROCEED
clip_0366,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0366.wav,"I have some more points, I'm sure this is all very...",5.0,0.025692,0.023992,387.53,382.96,0.192047,1968.69,125.0,53,11,0,0,0,0,0,0,PROCEED
clip_0367,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0367.wav,"quickly digital inventory, land suitability and land utilization plans.",5.0,0.023588,0.017892,164.42,15.93,0.192094,2038.28,104.17,71,9,0,0,0,0,0,0,PROCEED
clip_0368,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0368.wav,"equitable land use policies, provide stimulus. Now, this is very important if you are going...",5.0,0.027601,0.022685,213.68,119.67,0.189167,1951.82,144.23,94,15,1,0,0,0,0,0,PROCEED
clip_0369,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0369.wav,agriculture like what the government did when the coffee industry was decimated.,5.0,0.026912,0.019075,330.92,315.26,0.16372,1845.47,125.0,80,12,0,0,0,0,0,0,PROCEED
clip_0370,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0370.wav,than tea came in they provided so much of stimulus to promote tea so likewise we'll have to,5.0,0.032163,0.024519,707.37,384.61,0.193773,1942.13,156.25,91,18,0,0,0,0,0,0,PROCEED
clip_0371,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0371.wav,provide lot of stimulus to expand our agriculture with.,5.0,0.026539,0.024087,341.57,343.54,0.202615,2018.48,117.19,55,9,0,0,0,0,0,0,PROCEED
clip_0372,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0372.wav,"different crops to be grown, whether at forecasting and",5.0,0.02547,0.023781,167.16,27.33,0.189344,1967.01,125.0,55,9,0,0,0,0,0,0,PROCEED
clip_0373,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0373.wav,early warning systems and another important thing is stop illogical expropriation.,5.0,0.027709,0.027958,241.65,223.3,0.209087,2109.35,78.12,82,11,0,0,0,0,0,0,PROCEED
clip_0374,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0374.wav,of land. We have many cases where productive crop-bearing land have been taken over.,5.0,0.029015,0.0195,271.63,280.0,0.183843,1891.51,104.17,84,14,0,0,0,0,0,0,PROCEED
clip_0375,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0375.wav,"by the government and allowed to go to Rack and Grain. Then finally, degradation in...",5.0,0.029436,0.0234,160.98,19.6,0.181115,1894.11,110.29,86,15,0,0,0,0,0,0,PROCEED
clip_0376,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0376.wav,and land use must be stopped and monitor agriculture land.,4.18,0.027791,0.018481,147.45,11.05,0.198175,1998.91,144.23,58,10,0,0,0,0,0,0,PROCEED
clip_0377,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0377.wav,"fragmentation, scarcity and conversion of agriculture land to other uses.",5.0,0.024832,0.020033,158.68,14.3,0.20933,2046.87,144.23,73,10,0,0,0,0,0,0,PROCEED
clip_0378,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0378.wav,"So ladies and gentlemen, I am going to finish now. We need to change the perspective.",5.0,0.024363,0.021183,172.44,8.17,0.201197,2041.59,133.93,85,16,1,0,0,0,0,0,PROCEED
clip_0379,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0379.wav,"enough time arguing whether agriculture is good or bad, there is a definite potential",5.0,0.033318,0.027718,172.26,16.15,0.1967,1997.76,93.75,85,14,0,0,0,0,0,0,PROCEED
clip_0380,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0380.wav,for improvement of our agriculture sector if we can take the right policies.,5.0,0.028574,0.023938,901.16,71.02,0.20319,2003.25,125.0,76,13,0,0,0,0,0,0,PROCEED
clip_0381,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0381.wav,and we need to look at agriculture as something positive and not something that is,5.0,0.030044,0.025856,351.56,361.22,0.186794,1966.18,133.93,82,15,0,0,0,0,0,0,PROCEED
clip_0382,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0382.wav,"There is potential, the people, the culture, the history.",5.0,0.023995,0.021943,176.66,2.51,0.213323,2126.8,125.0,57,9,0,0,0,0,0,0,PROCEED
clip_0383,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0383.wav,and we have people experience in agriculture to turn around the agriculture sector.,5.0,0.024862,0.017347,150.4,5.34,0.193537,1970.13,110.29,83,13,0,0,0,0,0,0,PROCEED
clip_0384,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0384.wav,"So, despite all the ups and downs in agriculture, one product has kept...",5.0,0.041863,0.037815,329.36,287.89,0.179523,1829.75,104.17,73,13,0,0,0,0,0,0,PROCEED
clip_0385,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0385.wav,Sri Lanka's agriculture in the forefront. I'm talking about Ceylon tea for 100.,5.0,0.03161,0.031844,448.35,419.44,0.188315,1918.04,133.93,79,13,0,0,0,0,0,0,PROCEED
clip_0386,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0386.wav,and 50 years it has been a global brand and it's still...,2.837,0.022578,0.01496,149.35,4.66,0.179677,1868.02,104.17,57,12,0,0,0,0,0,0,PROCEED
clip_0387,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0387.wav,"Again, you can see the concentration of those crops.",5.0,0.024389,0.030392,976.53,34.79,0.203228,2087.92,117.19,52,9,0,0,0,0,0,0,PROCEED
clip_0388,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0388.wav,"not mainly in the dry zone, but in the central, western Sabaragamur.",5.0,0.030506,0.024131,1005.23,19.89,0.169203,1788.83,125.0,68,12,0,0,0,0,0,0,PROCEED
clip_0389,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0389.wav,areas. So why is agriculture important for Sri Lanka?,5.0,0.023267,0.022584,991.88,40.9,0.21156,2111.66,117.19,53,9,0,0,0,0,0,0,PROCEED
clip_0390,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0390.wav,"Now, number one, it is very important for our food safety.",5.0,0.018675,0.024623,1008.0,11.06,0.230553,2179.47,144.23,58,11,1,0,0,0,0,0,PROCEED
clip_0391,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0391.wav,"Before the pre-pandemic period, we had 90%...",5.0,0.022744,0.021093,626.99,683.22,0.208714,2101.06,133.93,45,7,0,0,0,0,0,0,PROCEED
clip_0392,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0392.wav,"security. Of course, we don't know the latest figures now, and again...",5.0,0.024461,0.025057,989.26,54.64,0.217892,2132.11,104.17,71,12,1,0,0,0,0,0,PROCEED
clip_0393,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0393.wav,"is important for nutrition and health. We have 2,030 kilocalories.",5.0,0.024872,0.017112,161.42,26.74,0.187991,1937.3,133.93,66,10,0,0,0,0,0,0,PROCEED
clip_0394,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0394.wav,national average and it is well within the recommended rates by the medical,5.0,0.02338,0.015087,145.32,6.01,0.194044,1997.93,117.19,75,13,0,0,0,0,0,0,PROCEED
clip_0395,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0395.wav,"Research Institute, although other South Asian countries have a higher...",5.0,0.029111,0.022458,157.33,2.02,0.194498,1964.38,133.93,73,10,0,0,0,0,0,0,PROCEED
clip_0396,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0396.wav,kilo calorie intake than Sri Lanka. That is important for our national sovereignty.,5.0,0.02365,0.020022,144.04,16.07,0.206104,2020.8,104.17,83,13,0,0,0,0,0,0,PROCEED
clip_0397,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0397.wav,"If you are secure in our foot and we can feed ourselves, we don't have to...",5.0,0.023308,0.019529,129.86,4.15,0.194448,1991.66,156.25,76,16,0,0,0,0,0,0,PROCEED
clip_0398,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0398.wav,be indebted and go on our vendor needs to other countries to ensure our food supply.,5.0,0.022975,0.019882,125.58,1.3,0.188094,1959.57,110.29,84,16,0,0,0,0,0,0,PROCEED
clip_0399,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0399.wav,"and then it provides social security, cohesion.",5.0,0.018878,0.023985,0.0,0.0,0.233809,2245.08,110.29,47,7,0,0,0,0,0,0,PROCEED
clip_0400,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0400.wav,to the society. We have seen countries leading...,5.0,0.020242,0.018236,120.23,27.18,0.218162,2145.23,144.23,49,8,0,0,0,0,0,0,PROCEED
clip_0401,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0401.wav,"food riots in the absence of food. So social security aspect, food is...",5.0,0.02318,0.019309,141.02,11.09,0.194392,1977.09,133.93,72,13,0,0,0,0,0,0,PROCEED
clip_0402,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0402.wav,Very important that poverty alleviation as I mentioned earlier,5.0,0.023895,0.027307,974.96,28.77,0.210281,2062.92,156.25,62,9,0,0,0,0,0,0,PROCEED
clip_0403,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0403.wav,27% of Sri Lankan population is rural based and agriculture is their main source of income.,5.0,0.022182,0.012943,137.33,14.4,0.206475,2015.3,110.29,91,16,0,0,0,0,0,0,PROCEED
clip_0404,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0404.wav,source of income then for obviously for human well-being,5.0,0.022526,0.016969,887.84,18.16,0.193359,1961.7,133.93,56,9,0,0,0,0,0,0,PROCEED
clip_0405,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0405.wav,"and longevity. Agriculture is important, and as...",5.0,0.018796,0.015922,140.78,5.77,0.212856,2082.97,125.0,50,7,0,0,0,0,0,0,PROCEED
clip_0406,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0406.wav,"As I mentioned earlier, almost one quarter, almost 27 per cent of the people who have",5.0,0.026967,0.021658,150.34,13.12,0.188505,1931.99,104.17,85,16,0,0,0,0,0,0,PROCEED
clip_0407,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0407.wav,"of our employed people are employed in agriculture directly, apart from the other.",5.0,0.029412,0.025866,1013.8,53.02,0.182344,1863.94,104.17,82,13,0,0,0,0,0,0,PROCEED
clip_0408,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0408.wav,other businesses that are connected to agriculture.,5.0,0.020657,0.014856,130.67,15.24,0.204248,2035.96,110.29,51,7,0,0,0,0,0,0,PROCEED
clip_0409,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0409.wav,We need dollars and agriculture is a sure source of foreign aid.,5.0,0.023858,0.021862,983.34,74.08,0.222075,2126.52,156.25,64,12,0,0,0,0,0,0,PROCEED
clip_0410,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0410.wav,"income, and more than anything, it provides for effective land use.",5.0,0.020605,0.018948,1001.37,33.98,0.204437,2080.18,133.93,67,11,0,0,0,0,0,0,PROCEED
clip_0411,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0411.wav,"So let's look at the country scenario. As some speaker mentioned, we have six points.",5.0,0.034063,0.027262,923.9,16.27,0.21907,2070.89,117.19,85,15,0,0,0,0,0,0,PROCEED
clip_0412,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0412.wav,0.6 billion hectares of land and excluding the water bodies.,5.0,0.025707,0.018263,151.26,22.04,0.211625,2090.03,133.93,60,10,0,0,0,0,0,0,PROCEED
clip_0413,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0413.wav,we have 6.3 million and agriculture land is 42% of...,5.0,0.027552,0.022998,146.86,3.07,0.200127,2045.84,133.93,53,10,0,0,0,0,0,0,PROCEED
clip_0414,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0414.wav,the national land base and the central highlands has 14% of this land.,5.0,0.021947,0.015344,153.67,2.82,0.214271,2093.45,117.19,70,13,0,0,0,0,0,0,PROCEED
clip_0415,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0415.wav,The important thing is 80-50% of country land.,5.0,0.02333,0.030398,941.01,7.39,0.225455,2186.84,110.29,46,8,0,0,0,0,0,0,PROCEED
clip_0416,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0416.wav,and more than one third of the country's agricultural land is state owned.,5.0,0.028647,0.026424,980.85,19.37,0.183208,1915.43,170.45,74,13,0,0,0,0,0,0,PROCEED
clip_0417,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0417.wav,We talk of the British colonialists taking over the land but,5.0,0.025176,0.028378,538.18,379.64,0.215727,2124.36,133.93,60,11,0,0,0,0,0,0,PROCEED
clip_0418,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0418.wav,control for the land of this nation and we have almost 1.3 million states,5.0,0.02956,0.024249,160.13,12.19,0.181687,1921.46,110.29,73,14,0,0,0,0,0,0,PROCEED
clip_0419,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0419.wav,"agriculture land compared with 880,000 privately owned agriculture land.",5.0,0.032377,0.024009,413.89,387.93,0.179784,1844.94,117.19,72,9,0,0,0,0,0,0,PROCEED
clip_0420,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0420.wav,land or 42% of the agricultural land of that 40%,5.0,0.029768,0.027099,516.38,337.33,0.186147,1879.82,125.0,48,10,0,0,0,0,0,0,PROCEED
clip_0421,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0421.wav,"implantation crops including key rubber coconut, then probably cinnamon, sugarcane",5.0,0.027989,0.024449,265.07,288.74,0.188063,1929.41,117.19,82,10,0,0,0,0,0,0,PROCEED
clip_0422,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0422.wav,"and such and 28% of this agriculture land is in paddy, our staple crop.",5.0,0.024661,0.01742,963.08,14.03,0.203116,1994.81,125.0,71,14,0,0,0,0,0,0,PROCEED
clip_0423,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0423.wav,that per capita land area is only one tenth of a hectare per person.,5.0,0.035934,0.030301,189.17,29.3,0.188977,1927.3,133.93,68,14,0,0,0,0,0,0,PROCEED
clip_0424,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0424.wav,Decreasing very fast and land-to-man ratio is 0.3,5.0,0.024876,0.026511,148.82,7.17,0.206835,2091.76,104.17,49,8,1,0,0,0,0,0,PROCEED
clip_0425,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0425.wav,one third of a hectare and temperature in the low country and the hill country is,5.0,0.029731,0.025104,149.19,8.52,0.193518,1951.65,104.17,81,16,0,0,0,0,0,0,PROCEED
clip_0426,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0426.wav,ideal temperature for any crop growth. I think this is an advantage we in Sri Lanka have.,5.0,0.027655,0.022992,157.7,24.23,0.191677,1991.14,133.93,89,17,0,0,0,0,0,0,PROCEED
clip_0427,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0427.wav,"Whether it's the wet zone or the dry zone, or even the low country, the hill country, we have...",5.0,0.025761,0.01914,139.06,14.97,0.195742,2010.29,98.68,96,19,0,0,0,0,0,0,PROCEED
clip_0428,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0428.wav,"suitable temperature, and 64% of the land is in dry zone when it has",5.0,0.02356,0.016769,960.82,47.3,0.223145,2136.98,104.17,68,14,0,0,0,0,0,0,PROCEED
clip_0429,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0429.wav,"I say that people might think that we are having a water shortage, but later on...",5.0,0.026395,0.019984,143.12,16.06,0.203215,2044.28,104.17,82,16,0,0,0,0,0,0,PROCEED
clip_0430,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0430.wav,I can show you that even this is a surmountable issue.,5.0,0.024723,0.023271,148.47,9.77,0.21917,2179.86,156.25,54,11,0,0,0,0,0,0,PROCEED
clip_0431,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0431.wav,"and 23% of our land is a wet zone, and of the land in the wet zone...",4.69,0.032274,0.022168,144.17,8.51,0.204779,1990.96,93.75,69,17,0,0,0,0,0,0,PROCEED
clip_0432,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0432.wav,statistics provide that 50% of the land is already under cultivation.,5.0,0.03071,0.023554,107.62,2.27,0.208142,1997.9,117.19,69,11,0,0,0,0,0,0,PROCEED
clip_0433,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0433.wav,"For example, Mahatma has close to 70% of...",5.0,0.033129,0.033159,1383.48,522.79,0.223934,2113.81,104.17,43,8,0,0,0,0,0,0,PROCEED
clip_0434,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0434.wav,"of the land situation, K gold at 4% and GAPA 6 to 3%.",5.0,0.036659,0.036533,1111.2,344.27,0.203542,1966.15,133.93,53,13,0,0,0,0,0,0,PROCEED
clip_0435,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0435.wav,"Dry soil, only 13% of the land is under cultivation.",5.0,0.026466,0.020731,148.52,4.32,0.202926,2016.62,125.0,52,10,0,0,0,0,0,0,PROCEED
